Partido,Dimensión,Categoría Tecnológica,Cita Textual de la Propuesta,Madurez
Avanza País Partido de Integración Social,"Desarrollo Social, Trabajo y Cultura",Sistemas de Información y Software de Gestión,"e) Establecimiento de alianzas con el sector privado para establecer programas de mentoría y becas dirigidos a niñas y adolescentes en áreas de Ciencia, Tecnología, Ingeniería y Matemáticas. Pág. 42",Instrumental
Avanza País Partido de Integración Social,"Desarrollo Territorial, Vivienda y Agua",Sistemas de Información y Software de Gestión,"j) Reorganización de COFOPRI, SBN y generar interoperabilidad con SUNARP. Pág. 43",Instrumental
Avanza País Partido de Integración Social,"Desarrollo Territorial, Vivienda y Agua",Sistemas de Información y Software de Gestión,"Para la reducción de la corrupción en los trámites, eliminaremos normas obsoletas, reduciremos trámites y uniformizaremos procedimientos con metas anuales, para reducir discrecionalidad y costos de cumplimiento. Desarrollaremos la digitalización integral de licencias urbanas, ambientales y registros con plazos máximos, y silencio administrativo positivo cuando proceda. Estableceremos un sistema de ventanilla única para permisos de obras civiles. Pág. 20",Programática
Avanza País Partido de Integración Social,"Desarrollo Territorial, Vivienda y Agua",Sistemas de Información y Software de Gestión,"h) Establecimiento de una Alianza Público Privada para la gestión de SEDAPAL, con participación del Estado, La empresa privada y financiamiento de las AFP, para destrabar y acelerar la construcción de los esquemas de redes de agua y saneamiento de Lima. Pág. 46",Programática
Avanza País Partido de Integración Social,"Desarrollo Social, Trabajo y Cultura",Conectividad e Infraestructura Digital,"g) Promoción de plataformas digitales que conecten a artistas y creadores regionales con mercados nacionales e internacionales, a fin de superar la dispersión geográfica con mínima intervención estatal. Pág. 48-49",Declarativa
Avanza País Partido de Integración Social,"Desarrollo Social, Trabajo y Cultura","Hardware Avanzado, Robótica y Sensores (IoT)","d) Mejora de la vigilancia con empleo de servicios de seguridad privada y uso de tecnologías de drones y sensores, a partir de contratos de servicios de seguridad del patrimonio. Pág. 49",Instrumental
Avanza País Partido de Integración Social,"Desarrollo Social, Trabajo y Cultura",Sistemas de Información y Software de Gestión,"a) Implementar el Presupuesto Participativo Joven, con cuotas del 25% de proyectos formulados por jóvenes o para jóvenes, que financien iniciativas locales propuestas por ellos. Pág. 51",Programática
Avanza País Partido de Integración Social,"Desarrollo Social, Trabajo y Cultura",Sistemas de Información y Software de Gestión,"d) Establecer el Programa “Mi Primera Experiencia en el Estado”, donde los jóvenes organizados realizan pasantías cortas en municipalidades, ministerios y gobiernos regionales. Pág. 51",Programática
Avanza País Partido de Integración Social,"Desarrollo Social, Trabajo y Cultura",Sistemas de Información y Software de Gestión,"e) Establecer la Plataforma “Voz Joven” de consulta nacional permanente con Aplicaciones donde los jóvenes responden sobre temas urbanos, empleo, educación, seguridad y salud mental. Pág. 51",Programática
Avanza País Partido de Integración Social,"Desarrollo Social, Trabajo y Cultura",Sistemas de Información y Software de Gestión,"d) Establecer centros de formación técnica superior con especialidades ligadas a la demanda real de los sectores productivos estratégicos (minería, agropecuaria, textiles, etc.). Pág. 52",Declarativa
Avanza País Partido de Integración Social,"Desarrollo Social, Trabajo y Cultura",Sistemas de Información y Software de Gestión,"d) Establecimiento de carreras técnicas en modalidad no presencial para el segmento femenino, que ofrezcan formación técnica adecuada. Pág. 52",Declarativa
Avanza País Partido de Integración Social,"Desarrollo Social, Trabajo y Cultura",Sistemas de Información y Software de Gestión,"b) Implementar un Programa Nacional de Prevención del Estrés, Ansiedad y Depresión, con talleres, tele orientación y atención digital permanente 24/7. Pág. 53",Programática
Avanza País Partido de Integración Social,"Desarrollo Social, Trabajo y Cultura",Sistemas de Información y Software de Gestión,"j) Crear el Servicio Nacional de Orientación Vocacional y Laboral Juvenil, presente en colegios y plataformas digitales. Pág. 53",Programática
Avanza País Partido de Integración Social,"Desarrollo Social, Trabajo y Cultura",Sistemas de Información y Software de Gestión,"m) Crear programas de formación en habilidades del futuro (tecnología, marketing digital, manufactura avanzada, energías renovables). Pág. 53",Declarativa
Avanza País Partido de Integración Social,"Desarrollo Social, Trabajo y Cultura",Sistemas de Información y Software de Gestión,"d) Implementar un Registro Único Juvenil digital, de acceso por DNI, que permita inscribir colectivos y aplicar a convocatorias en menos de 24 horas. Pág. 54",Programática
Avanza País Partido de Integración Social,"Desarrollo Social, Trabajo y Cultura",Big Data y Analítica de Datos,"f) Crear el Observatorio Juvenil de Datos dentro de la Secretaría Técnica, con paneles públicos, encuestas periódicas, indicadores estándar (empleo, NiNis, salud mental, participación) y establecer convenios con INEI y universidades para líneas base y evaluaciones de impacto. Pág. 54",Programática
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,c) Establecer la digitalización y reducción de trámites para Mypes. Pág. 60,Instrumental
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,"j) Establecer un sistema de Cuenta Individual Contributiva, portátil y escalonada, que permita aportes bajos y escalonados para informales. Pág. 60",Programática
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,"a) Establecer una ventana única de formalización digital/presencial en todas las regiones para registro, licencia municipal y afiliación a seguridad social simplificada en un trámite. Pág. 64",Programática
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,"h) Establecer con alianzas público-privadas un programa acelerado de digitalización de las operaciones de las MYPES, para facturación, manejo de e-commerce y publicidad en redes. Pág. 64",Programática
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,e) Reducir la tramitología para la inscripción de patentes y dar seguridad jurídica a la innovación. Pág. 63,Instrumental
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,a) Establecer alianzas con la banca privada para la generación de productos financieros adecuados para las MYPEs. Pág. 64,Instrumental
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,"b) Establecer, a nivel regional Programas de aceleración y “asesoría urgente” para 0–9 meses para MYPEs desde una alianza entre el MYPE, las municipalidades, las cámaras de comercio y las incubadoras privadas. Pág. 65",Programática
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,"c) Establecer el Programa Nacional “MYPE Consolidada”, en alianza con las Universidades y Gobiernos Locales, a fin de establecer como parte de la currícula de las carreras de administración, contabilidad, ingeniería de sistemas, administración de negocios internacionales y otras afines, un sistema de mentoría estudiantil, en las que se asigne a los estudiantes de últimos ciclos el seguimiento y apoyo a una MYPE o pequeños negocios recién creados por un semestre hasta su consolidación. Pág. 65",Programática
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,"d) Implementar, en alianza con instituciones técnicas (SENATI, TECSUP) y Cámaras de Comercio e Industria un sistema de capacitación técnica y financiera práctica vinculada a la demanda. Pág. 66",Programática
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,"d) Consolidar la Ventanilla Única de Permisos (VUD) con plazos máximos vinculantes y penalidades por retrasos administrativos. También digitalizar expedientes y obligar a interoperabilidad entre autoridades (SENACE, MINEM, ANA, gobiernos regionales y municipalidades). Pág. 67",Programática
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,"b) Establecer o actualizar los portales de datos geocientíficos y la interoperabilidad de la información de SENACE, ANA y Gobiernos Regionales. Pág. 68",Programática
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,"i) Implementación de un sistema de alerta temprana de conflictos, articulado con Defensoría del Pueblo, Empresas y Gobiernos Locales para reducir la conflictividad. Pág. 69",Programática
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,"- Modificar los procedimientos de la Ventanilla Única de Formalización (VUF) para atender de manera adecuada cada expediente, Pág. 70-71",Instrumental
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Tecnologías de Confianza Distribuida (DLT),"Establecer un contrato privado entre minero y titular que incluyan cláusulas ambientales proporcionales, arbitraje acelerado para conflictos y que vaya a un registro digital automático de contratos. Pág. 70",Instrumental
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,b) Consolidar la interoperabilidad de datos entre SUNAT y MINEM para mejorar la trazabilidad del mineral. Pág. 71,Instrumental
